,برچسب فولدر,words,Finglish,phonetic,phonetic-separated
2295,2296,بشوم,beshavam,beʃavam,b-e-ʃ-a-v-a-m
2296,2297,بشوی,beshavi,beʃavi,b-e-ʃ-a-v-i
2297,2298,بشود,beshavad,beʃavad,b-e-ʃ-a-v-a-d
2298,2299,بشویم,beshavim,beʃavim,b-e-ʃ-a-v-i-m
2299,2300,بشوید,beshavid,beʃavid,b-e-ʃ-a-v-i-d
2300,2301,بشوند,beshavand,beʃavand,b-e-ʃ-a-v-a-n-d
2301,2302,شستم,shostam,ʃostam,ʃ-o-s-t-a-m
2302,2303,شستی,shosti,ʃasti,ʃ-a-s-t-i
2303,2304,شست,shost,ʃast,ʃ-a-s-t
2304,2305,شستیم,shostim,ʃastim,ʃ-a-s-t-i-m
2305,2306,شستید,shostid,ʃastid,ʃ-a-s-t-i-d
2306,2307,شستند,shostand,ʃastand,ʃ-a-s-t-a-n-d
2307,2308,می شستم,mi shostam,mi ʃostam,m-i_ʃ-o-s-t-a-m
2308,2309,می شستی,mi shosti,mi ʃasti,m-i_ʃ-a-s-t-i
2309,2310,می شست,mi shost,mi ʃast,m-i_ʃ-a-s-t
2310,2311,می شستیم,mi shostim,mi ʃastim,m-i_ʃ-a-s-t-i-m
2311,2312,می شستید,mi shostid,mi ʃastid,m-i_ʃ-a-s-t-i-d
2312,2313,می شستند,mi shostand,mi ʃastand,m-i_ʃ-a-s-t-a-n-d
2313,2314,شسته ام,shoste am,ʃasteː am,ʃ-a-s-t-eː_a-m
2314,2315,شسته ای,shoste i,ʃasteː iː,ʃ-a-s-t-eː_iː
2315,2316,شسته,shoste,ʃasteː,ʃ-a-s-t-eː
2316,2317,شسته ایم,shoste im,ʃasteː iːm,ʃ-a-s-t-eː_iː-m
2317,2318,شسته اید,shoste id,ʃasteː iːd,ʃ-a-s-t-eː_iː-d
2318,2319,شسته اند,shoste and,ʃasteː and,ʃ-a-s-t-eː_a-n-d
2319,2320,می شویی,mi shooii,mi tʃoiː,m-i_tʃ-o-iː
2320,2321,می شوییم,mi shooim,mi tʃoiːm,m-i_tʃ-o-iː-m
2321,2322,می شویید,mi shooiid,mi ʃujid,m-i_ʃ-u-j-i-d
2322,2323,می شویند,mi shooiand,mi tʃojand,m-i_tʃ-o-j-a-n-d
2323,2324,بشویی,beshooii,beʃoiː,b-e-ʃ-o-iː
2324,2325,بشوییم,beshooim,beʃoiːm,b-e-ʃ-o-iː-m
2325,2326,بشویید,beshooid,beʃoiːd,b-e-ʃ-o-iː-d
2326,2327,بشویند,beshooiand,beʃojand,b-e-ʃ-o-j-a-n-d
2327,2328,شکستم,shekastam,ʃekastam,ʃ-e-k-a-s-t-a-m
2328,2329,شکستی,shekasti,ʃekasti,ʃ-e-k-a-s-t-i
2329,2330,شکست,shekast,ʃekast,ʃ-e-k-a-s-t
2330,2331,شکستیم,shekastim,ʃekastim,ʃ-e-k-a-s-t-i-m
2331,2332,شکستید,shekastid,ʃekastid,ʃ-e-k-a-s-t-i-d
2332,2333,شکستند,shekastand,ʃekastand,ʃ-e-k-a-s-t-a-n-d
2333,2334,می شکستم,mi shekastam,mi ʃekastam,m-i_ʃ-e-k-a-s-t-a-m
2334,2335,می شکستی,mi shekasti,mi ʃekasti,m-i_ʃ-e-k-a-s-t-i
2335,2336,می شکست,mi shekast,mi ʃekast,m-i_ʃ-e-k-a-s-t
2336,2337,می شکستیم,mi shekastim,mi ʃekastim,m-i_ʃ-e-k-a-s-t-i-m
2337,2338,می شکستید,mi shekastid,mi ʃekastid,m-i_ʃ-e-k-a-s-t-i-d
2338,2339,می شکستند,mi shekastand,mi ʃekastand,m-i_ʃ-e-k-a-s-t-a-n-d
2339,2340,شکسته ام,shekaste am,ʃekasteː am,ʃ-e-k-a-s-t-eː_a-m
2340,2341,شکسته ای,shekaste i,ʃekasteː iː,ʃ-e-k-a-s-t-eː_iː
2341,2342,شکسته,shekaste,ʃekasteː,ʃ-e-k-a-s-t-eː
2342,2343,شکسته ایم,shekaste im,ʃekasteː iːm,ʃ-e-k-a-s-t-eː_iː-m
2343,2344,شکسته اید,shekatse id,ʃekasteː iːd,ʃ-e-k-a-s-t-eː_iː-d
2344,2345,شکسته اند,shekaste and,ʃekasteː and,ʃ-e-k-a-s-t-eː_a-n-d
2345,2346,می شکنم,mi shekanam,mi ʃekanam,m-i_ʃ-e-k-a-n-a-m
2346,2347,می شکنی,mi shekani,mi ʃekani,m-i_ʃ-e-k-a-n-i
2347,2348,می شکند,mi shekanad,mi ʃekand,m-i_ʃ-e-k-a-n-d
2348,2349,می شکنیم,mi shekanim,mi ʃekanim,m-i_ʃ-e-k-a-n-i-m
2349,2350,می شکنید,mi shekanid,mi ʃekanid,m-i_ʃ-e-k-a-n-i-d
2350,2351,می شکنند,mi shekanand,mi ʃekanand,m-i_ʃ-e-k-a-n-a-n-d
2351,2352,بشکنم,beshekanam,baʃkanam,b-a-ʃ-k-a-n-a-m
2352,2353,بشکنی,beshekani,beʃkani,b-e-ʃ-k-a-n-i
2353,2354,بشکنیم,beshekanim,beʃkanim,b-e-ʃ-k-a-n-i-m
2354,2355,بشکنید,beshekanid,beʃkanid,b-e-ʃ-k-a-n-i-d
2355,2356,بشکنند,beshekanand,beʃkanand,b-e-ʃ-k-a-n-a-n-d
2356,2357,شناختم,shenakhtam,ʃenɑxtam,ʃ-e-n-ɑ-x-t-a-m
2357,2358,شناختی,shenakhti,ʃenɑxti,ʃ-e-n-ɑ-x-t-i
2358,2359,شناخت,shenakht,ʃenɑxt,ʃ-e-n-ɑ-x-t
2359,2360,شناختیم,shenakhtim,ʃenɑxtim,ʃ-e-n-ɑ-x-t-i-m
2360,2361,شناختید,shenakhtid,ʃenɑxtid,ʃ-e-n-ɑ-x-t-i-d
2361,2362,شناختند,shenakhstand,ʃenɑxtand,ʃ-e-n-ɑ-x-t-a-n-d
2362,2363,می شناختم,mi shenakhtam,mi ʃenɑxtam,m-i_ʃ-e-n-ɑ-x-t-a-m
2363,2364,می شناختی,mi shenakhti,mi ʃenɑxti,m-i_ʃ-e-n-ɑ-x-t-i
2364,2365,می شناخت,mi shekhant,mi ʃenɑxt,m-i_ʃ-e-n-ɑ-x-t
2365,2366,می شناختیم,mi shenakhtim,mi ʃenɑxtim,m-i_ʃ-e-n-ɑ-x-t-i-m
2366,2367,می شناختید,mi shenakhtid,mi ʃenɑxtid,m-i_ʃ-e-n-ɑ-x-t-i-d
2367,2368,می شناختند,mi shekhanand,mi ʃenɑxtand,m-i_ʃ-e-n-ɑ-x-t-a-n-d
2368,2369,شناخته ام,shenakhte am,ʃenɑxteː am,ʃ-e-n-ɑ-x-t-eː_a-m
2369,2370,شناخته ای,shenakhte i,ʃenɑxteː iː,ʃ-e-n-ɑ-x-t-eː_iː
2370,2371,شناخته,shenakhte,ʃenɑxteː,ʃ-e-n-ɑ-x-t-eː
2371,2372,شناخته ایم,shenakhte im,ʃenɑxteː iːm,ʃ-e-n-ɑ-x-t-eː_iː-m
2372,2373,شناخته اید,shenakhte is,ʃenɑxteː iːd,ʃ-e-n-ɑ-x-t-eː_iː-d
2373,2374,شناخته اند,shenakhte and,ʃenɑxteː and,ʃ-e-n-ɑ-x-t-eː_a-n-d
2374,2375,می شناسم,mi shenaasam,mi ʃenɑsam,m-i_ʃ-e-n-ɑ-s-a-m
2375,2376,می شناسی,mi shenaasi,mi ʃenɑsi,m-i_ʃ-e-n-ɑ-s-i
2376,2377,می شناسد,mi shennasad,mi ʃenɑsad,m-i_ʃ-e-n-ɑ-s-a-d
2377,2378,می شناسیم,mi shenaasim,mi ʃenɑsim,m-i_ʃ-e-n-ɑ-s-i-m
2378,2379,می شناسید,mi shenaasid,mi ʃenɑsid,m-i_ʃ-e-n-ɑ-s-i-d
2379,2380,می شناسند,mi shenasand,mi ʃenɑsand,m-i_ʃ-e-n-ɑ-s-a-n-d
2380,2381,بشناسم,beshenasam,beʃenɑsam,b-e-ʃ-e-n-ɑ-s-a-m
2381,2382,بشناسی,beshenasi,beʃenɑsi,b-e-ʃ-e-n-ɑ-s-i
2382,2383,بشناسد,beshenasad,beʃenɑsad,b-e-ʃ-e-n-ɑ-s-a-d
2383,2384,بشناسیم,beshenasim,beʃenɑsim,b-e-ʃ-e-n-ɑ-s-i-m
2384,2385,بشناسید,beshenasid,beʃenɑsid,b-e-ʃ-e-n-ɑ-s-i-d
2385,2386,بشناسند,beshenasand,beʃenɑsand,b-e-ʃ-e-n-ɑ-s-a-n-d
2386,2387,خواندم,khandam,xɑndam,x-ɑ-n-d-a-m
2387,2388,خواندی,khandi,xɑndi,x-ɑ-n-d-i
2388,2389,خواند,khand,xɑnd,x-ɑ-n-d
2389,2390,خواندیم,khandim,xɑndim,x-ɑ-n-d-i-m
2390,2391,خواندید,khandid,xɑndid,x-ɑ-n-d-i-d
2391,2392,خواندند,khandand,xɑndand,x-ɑ-n-d-a-n-d
2392,2393,می‌خواندم,mi khandam,mixɑndam,m-i-x-ɑ-n-d-a-m
2393,2394,می‌خواندی,mi khandi,mixɑndi,m-i-x-ɑ-n-d-i
2394,2395,می‌خواند,mi khand,mixɑnd,m-i-x-ɑ-n-d
2395,2396,می‌خواندیم,mi khandim,mixɑndim,m-i-x-ɑ-n-d-i-m
2396,2397,می‌خواندید,mi khandid,mixɑndid,m-i-x-ɑ-n-d-i-d
2397,2398,می‌خواندند,mi khandand,mixɑndand,m-i-x-ɑ-n-d-a-n-d
2398,2399,خوانده‌ام,khande am,xɑndeːam,x-ɑ-n-d-eː-a-m
2399,2400,خوانده‌ای,khande i,xɑndeːiː,x-ɑ-n-d-eː-iː
2400,2401,خوانده,khande,xɑndeː,x-ɑ-n-d-eː
2401,2402,خوانده‌ایم,khande im,xɑndeːiːm,x-ɑ-n-d-eː-iː-m
2402,2403,خوانده‌اید,khande id,xɑndeːiːd,x-ɑ-n-d-eː-iː-d
2403,2404,خوانده‌اند,khande and,xɑndeːand,x-ɑ-n-d-eː-a-n-d
2404,2405,بخوانم,bekhanam,bexɑnam,b-e-x-ɑ-n-a-m
2405,2406,بخوانی,bekhani,bexɑni,b-e-x-ɑ-n-i
2406,2407,بخواند,bekhanad,bexɑnad,b-e-x-ɑ-n-a-d
2407,2408,بخوانیم,bekhanim,bexɑnim,b-e-x-ɑ-n-i-m
2408,2409,بخوانید,bekhanid,bexɑnid,b-e-x-ɑ-n-i-d
2409,2410,بخوانند,bekhanand,bexɑnand,b-e-x-ɑ-n-a-n-d
2410,2411,می‌خوانم,mi khanam,mixɑnam,m-i-x-ɑ-n-a-m
2411,2412,می‌خوانی,mi khani,mixɑni,m-i-x-ɑ-n-i
2412,2413,می‌خوانیم,mi khanad,mixɑnim,m-i-x-ɑ-n-i-m
2413,2414,می‌خوانید,mi khanid,mixɑnid,m-i-x-ɑ-n-i-d
2414,2415,می‌خوانند,mi khanand,mixɑnand,m-i-x-ɑ-n-a-n-d
2415,2416,خوردم,khordi,xordam,x-o-r-d-a-m
2416,2417,خوردی,khodi,xordi,x-o-r-d-i
2417,2418,خورد,khord ,xord,x-o-r-d
2418,2419,خوردیم,khordim,xordim,x-o-r-d-i-m
2419,2420,خوردید,khordid,xordid,x-o-r-d-i-d
2420,2421,خوردند,khordand,xordand,x-o-r-d-a-n-d
2421,2422,می‌خوردم,mi khordam,mixordam,m-i-x-o-r-d-a-m
2422,2423,می‌خوردی,mi khordi,mixordi,m-i-x-o-r-d-i
2423,2424,می‌خورد,mi khord,mixord,m-i-x-o-r-d
2424,2425,می‌خوردیم,mi khordim,mixordim,m-i-x-o-r-d-i-m
2425,2426,می‌خوردید,mi khordid,mixordid,m-i-x-o-r-d-i-d
2426,2427,می‌خوردند,mi khordand,mixordand,m-i-x-o-r-d-a-n-d
2427,2428,خورده‌ام,khorde am,xordeːam,x-o-r-d-eː-a-m
2428,2429,خورده‌ای,khorde i,xordeːiː,x-o-r-d-eː-iː
2429,2430,خورده,khorde,xordeː,x-o-r-d-eː
2430,2431,خورده‌ایم,khorde im,xordeːiːm,x-o-r-d-eː-iː-m
2431,2432,خورده‌اید,khorde id,xordeːiːd,x-o-r-d-eː-iː-d
2432,2433,خورده‌اند,khorde and,xordeːand,x-o-r-d-eː-a-n-d
2433,2434,بخورم,bokhoram,boxoram,b-o-x-o-r-a-m
2434,2435,بخوری,bokhori,boxori,b-o-x-o-r-i
2435,2436,بخورد,bokhorad,bexord,b-e-x-o-r-d
2436,2437,بخوریم,bokhorim,boxorim,b-o-x-o-r-i-m
2437,2438,بخورید,bokhorid,boxorid,b-o-x-o-r-i-d
2438,2439,بخورند,bokhorand,boxorand,b-o-x-o-r-a-n-d
2439,2440,میخورم,mi khoram,mixoram,m-i-x-o-r-a-m
2440,2441,می‌خوری,mi khori,mixori,m-i-x-o-r-i
2441,2442,می‌خوریم,mi khorad,mixorim,m-i-x-o-r-i-m
2442,2443,می‌خورید,mi khorid,mixorid,m-i-x-o-r-i-d
2443,2444,می‌خورند,mi khorand,mixorand,m-i-x-o-r-a-n-d
2444,2445,دادم,dadam,dɑdam,d-ɑ-d-a-m
2445,2446,دادی,dadi,dɑdi,d-ɑ-d-i
2446,2447,داد,dad,dɑd,d-ɑ-d
2447,2448,دادیم,dadim,dɑdim,d-ɑ-d-i-m
2448,2449,دادید,dadid,dɑdid,d-ɑ-d-i-d
2449,2450,دادند,dadand,dɑdand,d-ɑ-d-a-n-d
2450,2451,می‌دادم,mi dadam,midɑdam,m-i-d-ɑ-d-a-m
2451,2452,می‌دادی,mi dadi,midɑdi,m-i-d-ɑ-d-i
2452,2453,می‌داد,mi dad,midɑd,m-i-d-ɑ-d
2453,2454,می‌دادیم,mi dadim,midɑdim,m-i-d-ɑ-d-i-m
2454,2455,می‌دادید,mi dadid,midɑdid,m-i-d-ɑ-d-i-d
2455,2456,می‌دادند,mi dadand,midɑdand,m-i-d-ɑ-d-a-n-d
2456,2457,داده‌ام,dade am,dɑdeːam,d-ɑ-d-eː-a-m
2457,2458,داده‌ای,dade i,dɑdeːiː,d-ɑ-d-eː-iː
2458,2459,داده,dade,dɑdeː,d-ɑ-d-eː
2459,2460,داده‌ایم,dade im,dɑdeːiːm,d-ɑ-d-eː-iː-m
2460,2461,داده‌اید,dade id,dɑdeːiːd,d-ɑ-d-eː-iː-d
2461,2462,داده‌اند,dade and,dɑdeːand,d-ɑ-d-eː-a-n-d
2462,2463,بدهم,bedaham,bedaham,b-e-d-a-h-a-m
2463,2464,بدهی,bedahi,bedehi,b-e-d-e-h-i
2464,2465,بدهد,bedahad,bedahad,b-e-d-a-h-a-d
2465,2466,بدهیم,bedahim,bedahim,b-e-d-a-h-i-m
2466,2467,بدهید,behadid,bedahid,b-e-d-a-h-i-d
2467,2468,بدهند,behadand,bedahand,b-e-d-a-h-a-n-d
2468,2469,می‌دهم,mi daham,midahom,m-i-d-a-h-o-m
2469,2470,می‌دهی,mi dahi,midahi,m-i-d-a-h-i
2470,2471,می‌دهد,mi dahad,midahad,m-i-d-a-h-a-d
2471,2472,می‌دهیم,mi dahim,midahim,m-i-d-a-h-i-m
2472,2473,می‌دهید,mi dahid,midahid,m-i-d-a-h-i-d
2473,2474,می‌دهند,mi dahand,midahand,m-i-d-a-h-a-n-d
2474,2475,داشتم,dashtam,dɑʃtam,d-ɑ-ʃ-t-a-m
2475,2476,داشتی,dashti,dɑʃti,d-ɑ-ʃ-t-i
2476,2477,داشت,dasht,dɑʃt,d-ɑ-ʃ-t
2477,2478,داشتیم,dashtim,dɑʃtim,d-ɑ-ʃ-t-i-m
2478,2479,داشتید,dashtid,dɑʃtid,d-ɑ-ʃ-t-i-d
2479,2480,داشتند,dashtand,dɑʃtand,d-ɑ-ʃ-t-a-n-d
2480,2481,می‌داشتم,mi dashtam,midɑʃtam,m-i-d-ɑ-ʃ-t-a-m
2481,2482,می‌داشتی,mi dashti,midɑʃti,m-i-d-ɑ-ʃ-t-i
2482,2483,می‌داشت,mi dasht,midɑʃt,m-i-d-ɑ-ʃ-t
2483,2484,می‌داشتیم,mi dasthim,midɑʃtim,m-i-d-ɑ-ʃ-t-i-m
2484,2485,می‌داشتید,mi dasthid,midɑʃtid,m-i-d-ɑ-ʃ-t-i-d
2485,2486,می‌داشتند,mi dasthand,midɑʃtand,m-i-d-ɑ-ʃ-t-a-n-d
2486,2487,داشته‌ام,dashte am,dɑʃteːam,d-ɑ-ʃ-t-eː-a-m
2487,2488,داشته‌ای,dashte i,dɑʃteːiː,d-ɑ-ʃ-t-eː-iː
2488,2489,داشته,dashte,dɑʃteː,d-ɑ-ʃ-t-eː
2489,2490,داشته‌ایم,dashte im,dɑʃteːiːm,d-ɑ-ʃ-t-eː-iː-m
2490,2491,داشته‌اید,dashte id,dɑʃteːiːd,d-ɑ-ʃ-t-eː-iː-d
2491,2492,داشته‌اند,dashte and,dɑʃteːand,d-ɑ-ʃ-t-eː-a-n-d
2492,2493,بدارم,bedaaram,bedɑram,b-e-d-ɑ-r-a-m
2493,2494,بداری,bedaari,bedɑri,b-e-d-ɑ-r-i
2494,2495,بدارد,bedaarad,bedɑrad,b-e-d-ɑ-r-a-d
2495,2496,بداریم,bedaarim,bedɑrim,b-e-d-ɑ-r-i-m
2496,2497,بدارید,bedaarid,bedɑrid,b-e-d-ɑ-r-i-d
2497,2498,بدارند,bedaarand,bedɑrand,b-e-d-ɑ-r-a-n-d
2498,2499,میدارم ,midaaram,midɑram,m-i-d-ɑ-r-a-m
2499,2500,میداری,midaari,midɑri,m-i-d-ɑ-r-i
2500,2501,میدارد ,midarad,midɑrad,m-i-d-ɑ-r-a-d
2501,2502,میداریم,midarim,midɑrim,m-i-d-ɑ-r-i-m
2502,2503,میدارید,midarid,midɑrid,m-i-d-ɑ-r-i-d
2503,2504,میدارند,midarand,midɑrand,m-i-d-ɑ-r-a-n-d
2504,2505,دانستم,danestam,dɑnestam,d-ɑ-n-e-s-t-a-m
2505,2506,دانستی,danesti,dɑnesti,d-ɑ-n-e-s-t-i
2506,2507,دانست,danest,dɑnest,d-ɑ-n-e-s-t
2507,2508,دانستیم,danestim,dɑnestim,d-ɑ-n-e-s-t-i-m
2508,2509,دانستید,danestid,dɑnestid,d-ɑ-n-e-s-t-i-d
2509,2510,دانستند,danestand,dɑnestand,d-ɑ-n-e-s-t-a-n-d
2510,2511,می‌دانستم,mi danestam,midɑnestam,m-i-d-ɑ-n-e-s-t-a-m
2511,2512,می‌دانستی,mi dansti,midɑnesti,m-i-d-ɑ-n-e-s-t-i
2512,2513,می‌دانست,mi danest ,midɑnest,m-i-d-ɑ-n-e-s-t
2513,2514,می‌دانستیم,mi danestim,midɑnestim,m-i-d-ɑ-n-e-s-t-i-m
2514,2515,می‌دانستید,mi danestid,midɑnestid,m-i-d-ɑ-n-e-s-t-i-d
2515,2516,می‌دانستند,mi danestand,midɑnestand,m-i-d-ɑ-n-e-s-t-a-n-d
2516,2517,دانسته‌ام,daneste am,dɑnesteːam,d-ɑ-n-e-s-t-eː-a-m
2517,2518,دانسته‌ای,daneste i,dɑnesteːiː,d-ɑ-n-e-s-t-eː-iː
2518,2519,دانسته,daneste,dɑnesteː,d-ɑ-n-e-s-t-eː
2519,2520,دانسته‌ایم,daneste im,dɑnesteːiːm,d-ɑ-n-e-s-t-eː-iː-m
2520,2521,دانسته‌اید,daneste id,dɑnesteːiːd,d-ɑ-n-e-s-t-eː-iː-d
2521,2522,دانسته‌اند,daneste and,dɑnesteːand,d-ɑ-n-e-s-t-eː-a-n-d
2522,2523,بدانم,bedanam,bedɑnam,b-e-d-ɑ-n-a-m
2523,2524,بدانی,bedani,bedɑni,b-e-d-ɑ-n-i
2524,2525,بداند,bedanad,bedɑnad,b-e-d-ɑ-n-a-d
2525,2526,بدانیم,bedanim,bedɑnim,b-e-d-ɑ-n-i-m
2526,2527,بدانید,bedanid,bedɑnid,b-e-d-ɑ-n-i-d
2527,2528,بدانند,bedanand,bedɑnand,b-e-d-ɑ-n-a-n-d
2528,2529,میدانم,midaanam,midɑnam,m-i-d-ɑ-n-a-m
2529,2530,میدانی,midaani,mejdɑni,m-e-j-d-ɑ-n-i
2530,2531,میداند,midaanad,midɑnad,m-i-d-ɑ-n-a-d
2531,2532,میدانیم,midaanim,midɑnim,m-i-d-ɑ-n-i-m
2532,2533,میدانید,midaanid,midɑnid,m-i-d-ɑ-n-i-d
2533,2534,میدانند,midanand,midɑnand,m-i-d-ɑ-n-a-n-d
2534,2535,دریافتم,daryaftam,darjɑftam,d-a-r-j-ɑ-f-t-a-m
2535,2536,دریافتی,daryafti,darjɑfti,d-a-r-j-ɑ-f-t-i
2536,2537,دریافت,daryaft,darjɑft,d-a-r-j-ɑ-f-t
2537,2538,دریافتیم,daryaftim,darjɑftim,d-a-r-j-ɑ-f-t-i-m
2538,2539,دریافتید,daryaftid,darjɑftid,d-a-r-j-ɑ-f-t-i-d
2539,2540,دریافتند,daryaftand,darjɑftand,d-a-r-j-ɑ-f-t-a-n-d
2540,2541,دریافته ام,daryafte am,darjɑfteː am,d-a-r-j-ɑ-f-t-eː_a-m
2541,2542,دریافته ای,daryafte i,darjɑfteː iː,d-a-r-j-ɑ-f-t-eː_iː
2542,2543,دریافته,daryafte ,darjɑfteː,d-a-r-j-ɑ-f-t-eː
2543,2544,دریافته ایم,daryafte im,darjɑfteː iːm,d-a-r-j-ɑ-f-t-eː_iː-m
2544,2545,دریافته اید,daryafte id,darjɑfteː iːd,d-a-r-j-ɑ-f-t-eː_iː-d
2545,2546,دریافته اند,daryafte and,darjɑfteː and,d-a-r-j-ɑ-f-t-eː_a-n-d
2546,2547,دریابم,daryaabam,darjɑbam,d-a-r-j-ɑ-b-a-m
2547,2548,دریابی,daryaabi,darjɑbi,d-a-r-j-ɑ-b-i
2548,2549,دریابد,daryaabad,darjɑbad,d-a-r-j-ɑ-b-a-d
2549,2550,دریابیم,daryaabim,darjɑbim,d-a-r-j-ɑ-b-i-m
2550,2551,دریابید,daryaabid,darjɑbid,d-a-r-j-ɑ-b-i-d
2551,2552,دریابند,daryaaband,dariɑband,d-a-r-i-ɑ-b-a-n-d
2552,2553,دربیابم,biaabam,darbiɑbam,d-a-r-b-i-ɑ-b-a-m
2553,2554,دربیاب,darbiaabi,darbjɑb,d-a-r-b-j-ɑ-b
2554,2555,دربیابد,darbiaabim,darbiɑbad,d-a-r-b-i-ɑ-b-a-d
2555,2556,دربیابیم,darbiaabim,darbiɑbim,d-a-r-b-i-ɑ-b-i-m
2556,2557,دربیابید,darbiaabid,darbiɑbid,d-a-r-b-i-ɑ-b-i-d
2557,2558,دربیابند,darbiaaband,darbiɑband,d-a-r-b-i-ɑ-b-a-n-d
2558,2559,دویدم,davidam,davidam,d-a-v-i-d-a-m
2559,2560,دویدی,davidi,davidi,d-a-v-i-d-i
2560,2561,دوید,david,david,d-a-v-i-d
2561,2562,دویدیم,davidim,davidim,d-a-v-i-d-i-m
2562,2563,دویدید,davidid,davidid,d-a-v-i-d-i-d
2563,2564,دویدند,davidand,davidand,d-a-v-i-d-a-n-d
2564,2565,می دویدم,mi davidam,mi davidam,m-i_d-a-v-i-d-a-m
2565,2566,می دویدی,mi davidi,mi davidi,m-i_d-a-v-i-d-i
2566,2567,می دوید,mi david,mi david,m-i_d-a-v-i-d
2567,2568,می دویدیم,mi davidim,mi davidim,m-i_d-a-v-i-d-i-m
2568,2569,می دویدید,mi davidid,mi davidid,m-i_d-a-v-i-d-i-d
2569,2570,می دویدند,mi davidand,mi davidand,m-i_d-a-v-i-d-a-n-d
2570,2571,دویده ام,davide am,davideː am,d-a-v-i-d-eː_a-m
2571,2572,دویده ای,davide i,davideː iː,d-a-v-i-d-eː_iː
2572,2573,دویده,davide ,davideː,d-a-v-i-d-eː
2573,2574,دویده ایم,davide im,davideː iːm,d-a-v-i-d-eː_iː-m
2574,2575,دویده اید,davide id,davideː iːd,d-a-v-i-d-eː_iː-d
2575,2576,دویده اند,davide and,davideː and,d-a-v-i-d-eː_a-n-d
2576,2577,می دوم,mi davam,mi dovvom,m-i_d-o-v-v-o-m
2577,2578,می دوی,mi davi,mi doj,m-i_d-o-j
2578,2579,می دود,mi davad,mi duːd,m-i_d-uː-d
2579,2580,می دویم,mi davim,mi dojam,m-i_d-o-j-a-m
2580,2581,می دوند,mi davand,mi davand,m-i_d-a-v-a-n-d
2581,2582,بدوم,bedavam,bedavam,b-e-d-a-v-a-m
2582,2583,بدو,bedo,bodo,b-o-d-o
2583,2584,بدود,bedavad,beduːd,b-e-d-uː-d
2584,2585,بدویم,bedavim,bodojam,b-o-d-o-j-a-m
2585,2586,بدوید,bedavid,bedavid,b-e-d-a-v-i-d
2586,2587,آب دوغ,ab doogh,ɑb duːq1,ɑ-b_d-uː-q-1
2587,2588,آب شش,ab shos,ɑb ʃeʃ,ɑ-b_ʃ-e-ʃ
2588,2589,آب مروارید,ab morvarid,ɑb morvɑrid,ɑ-b_m-o-r-v-ɑ-r-i-d
2589,2590,آب نما,ab nama,ɑb namɑ,ɑ-b_n-a-m-ɑ
2590,2591,آباد,abaad,ɑbɑd,ɑ-b-ɑ-d
2591,2592,آتش سوزی,atash soozi,ɑtaʃ suːzi,ɑ-t-a-ʃ_s-uː-z-i
2592,2593,آثار,asaar,ɑsɑr,ɑ-s-ɑ-r
2593,2594,آخوند,akhond,ɑxund,ɑ-x-u-n-d
2594,2595,آدرنالین,adernalin,ɑdaranɑlin,ɑ-d-a-r-a-n-ɑ-l-i-n
2595,2596,آرامگاه,araamgah,ɑrɑmɡɑh,ɑ-r-ɑ-m-ɡ-ɑ-h
2596,2597,آرایش,arayesh,ɑrɑjeʃ,ɑ-r-ɑ-j-e-ʃ
2597,2598,آسان,asaan,ɑsɑn,ɑ-s-ɑ-n
2598,2599,آفتاب پرست,aftab parast,ɑftɑb parast,ɑ-f-t-ɑ-b_p-a-r-a-s-t
2599,2600,آفتابه,aftabe,ɑftɑbeː,ɑ-f-t-ɑ-b-eː
2600,2601,آلو,aaloo,ɑluː,ɑ-l-uː
2601,2602,آلوچه,aloche,ɑluːtʃe,ɑ-l-uː-tʃ-e
2602,2603,آلیاژ,aliaazh,ɑliɑʒ,ɑ-l-i-ɑ-ʒ
2603,2604,آمپرسنج,ampersanj,ɑmpersandʒ,ɑ-m-p-e-r-s-a-n-dʒ
2604,2605,آموخته بودند,amokhte bodand,ɑmuxteː buːdand,ɑ-m-u-x-t-eː_b-uː-d-a-n-d
2605,2606,آناتومی,anatomi,ɑnɑtomi,ɑ-n-ɑ-t-o-m-i
2606,2607,آناناس,ananas,ɑnɑnɑs,ɑ-n-ɑ-n-ɑ-s
2607,2608,آهنگ,ahang,ɑhanɡ,ɑ-h-a-n-ɡ
2608,2609,ابرو,abroo,aːbruː,aː-b-r-uː
2609,2610,ابله,ablah,ablah,a-b-l-a-h
2610,2611,اتهام,eteham,ettehɑm,e-t-t-e-h-ɑ-m
2611,2612,اخراج,ekhraj,exrɑdʒ,e-x-r-ɑ-dʒ
2612,2613,ازدحام,ezdeham,ezdehɑm,e-z-d-e-h-ɑ-m
2613,2614,اساس,asas,aːsɑs,aː-s-ɑ-s
2614,2615,اسانس,esans,esɑns,e-s-ɑ-n-s
2615,2616,اسب,asb,aːsb,aː-s-b
2616,2617,اسپاسم,espasm,espɑsm,e-s-p-ɑ-s-m
2617,2618,اسکی,eski,eski,e-s-k-i
2618,2619,افت,oft,oft,o-f-t
2619,2620,افتضاح,eftezah,eftezɑh,e-f-t-e-z-ɑ-h
2620,2621,اقتدار,eghtedar,eq1tedɑr,e-q-1-t-e-d-ɑ-r
2621,2622,اکتبر,oktobr,oktobr,o-k-t-o-b-r
2622,2623,الکل,alkol,alkol,a-l-k-o-l
2623,2624,امپراتور,emperatoor,emperɑtur,e-m-p-e-r-ɑ-t-u-r
